December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-217-2a T 1,29892.svs,Hematoxylin & Eosin,1411,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Sea Fan 1 pc. 2,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-217-2b 1,29893.svs,Hematoxylin & Eosin,1412,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Sea Fan 1 pc. 2,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-218-2aT 1 ,30371.svs,Hematoxylin & Eosin,1455,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Labyrinthulids,Sea Fan 2 pc. 2,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-218-2bB 1,30377.svs,Hematoxylin & Eosin,1456,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Melanized hydroid cysts, atreitic oocytes?",Sea Fan 2 pc. 2,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-219-1aT 1,29896.svs,Hematoxylin & Eosin,1413,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",sloughing? See field photo,Sea Fan 3 pc. 1,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-219-1aB 1,29897.svs,Hematoxylin & Eosin,1414,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Sea Fan 3 pc. 1,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-219-1bB 1,29898.svs,Hematoxylin & Eosin,1415,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Sea Fan 3 pc. 1,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-219-2aT 1,29899.svs,Hematoxylin & Eosin,1416,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Sea Fan 3 pc. 2,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-219-2bT 1,29901.svs,Hematoxylin & Eosin,1417,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Sea Fan 3 pc. 2,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,
December 2010 from Peters.xlsx,Slides Info,GMU,Esther Peters,Gorgonia,ventalina,,,08-219-2bB 1,29905.svs,Hematoxylin & Eosin,1418,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Sea Fan 3 pc. 2,Florida Keys Disease Course:  Sea Fan Health,"Wonderland Reef, Florida Keys",,,,,
