Source,Contributor,Genus,Species,Slide Number/Description,Aperio Filename,Stain,Accession Number,Processing,Comments,Date Collected,Date Received,Date Sent To Aperio,Sample,Infect/Non,Study,Collection Site,Histopathologic Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Porites,sp.,20756-106A,1595.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2006-01-28,,,Colony fragment,N,Disease survey,"Vatiadf, Tutuila",Undetermined-Normal tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Porites,sp.,20756-107A,1596.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Discoloration,2006-01-28,,,Colony fragment,N,Disease survey,"Vatiadf, Tutuila",Inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,sp.,20756-114A,1597.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Discoloration,2006-01-30,,,Colony fragment,N,Disease survey,"Aunuudf, Aunuu",Bleaching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,sp.,20756-115A,1598.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2006-01-30,,,Colony fragment,N,Disease survey,"Aunuudf, Aunuu",Undetermined-Normal tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Diploastrea,heliopora,20756-123A,1599.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2006-01-31,,,Colony fragment,I,Disease survey,"Larsens, Tutuila",Fungal infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Diploastrea,heliopora,20756-124A,1600.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly umbonate,2006-01-31,,,Colony fragment,I,Disease survey,"Larsens, Tutuila",Bleaching + metazoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Platygyra,daedalea,20756-45A,1583.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2006-01-22,,,Colony fragment,N,Disease survey,"Pool 600, Ofu",Undetermined-Normal tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Goniastrea,edwardsi,20756-53A,1584.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss,2006-01-22,,,Colony fragment,I,Disease survey,"Pool 500, Ofu",Fungal infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Goniastrea,edwardsi,20756-54A,1588.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2006-01-22,,,Colony fragment,I,Disease survey,"Pool 500, Ofu",Fungal infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Platygyra,daedalea,20756-57A,1589.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss,2006-01-22,,,Colony fragment,I,Disease survey,"Pool 500, Ofu",Bleaching+Algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Platygyra,daedalea,20756-58A,1590.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2006-01-22,,,Colony fragment,N,Disease survey,"Pool 500, Ofu",Undetermined-Normal tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Goniastrea,edwardsi,20756-69A,1591.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss,2006-01-24,,,Colony fragment,I,Disease survey,"Pool 400, Ofu",Bleaching+fungal infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Astreopora,myriophthalma,20756-70A,1592.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Discoloration,2006-01-24,,,Colony fragment,I,Disease survey,"Pool 400, Ofu",Fungal infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Pocillopora,eydouxi,20799-31A,1605.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2006-06-01,,,Colony fragment,N,Disease survey,"Johnston-Unknown, Johnston Atoll",Undetermined-Normal tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Pocillopora,eydouxi,20799-32A,1606.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly,2006-06-01,,,Colony fragment,N,Disease survey,"Johnston-Unknown, Johnston Atoll",Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Acropora,cytherea,20799-4A,1602.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2006-05-23,,,Colony fragment,N,Disease survey,"Ffs-tc21, French Frigate Shoals",Undetermined-Normal tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Acropora,cytherea,20799-5A,1601.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly exophytic,2006-05-23,,,Colony fragment,N,Disease survey,"Ffs-tc21, French Frigate Shoals",Hyperplasia of basal body wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Acropora,cytherea,20799-6A,1603.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2006-05-23,,,Colony fragment,N,Disease survey,"Ffs-tc21, French Frigate Shoals",Undetermined-Normal tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Acropora,cytherea,20799-8A,1604.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Discoloration,2006-05-25,,,Colony fragment,N,Disease survey,"French Frigate Shoals-Unknown, French Frigate Shoals",Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,capitata,20909-10A,1608.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss and discoloration,2007-02-27,,,Colony fragment,I,Disease survey,"Kaneohe Bay, Honolulu",Necrosis+ciliates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,capitata,20909-143-A,1615.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss acute focal,2007-06-15,,,Colony fragment,N,Disease survey,"Kaneohe Bay, Honolulu",Healing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,capitata,20909-143-B,1616.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss acute focal,2007-06-15,,,Colony fragment,N,Disease survey,"Kaneohe Bay, Honolulu",Healing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,capitata,20909-146-A,1617.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss acute and chronic diffuse,2007-06-15,,,Colony fragment,I,Disease survey,"Kaneohe Bay, Honolulu",Necrosis+Beggiatoa suspect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,capitata,20909-69A,1609.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss acute diffuse distinct,2007-04-20,,,Colony fragment,I,Disease survey,"Kaneohe Bay, Honolulu",Healing+Metazoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,capitata,20909-71A,1610.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2007-04-20,,,Colony fragment,N,Disease survey,"Kaneohe Bay, Honolulu",Healing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,capitata,20909-83A,1611.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2007-04-20,,,Colony fragment,I,Disease survey,"Kaneohe Bay, Honolulu",Metazoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,capitata,20909-85A,1612.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss subacute diffuse,2007-04-20,,,Colony fragment,N,Disease survey,"Kaneohe Bay, Honolulu",Healing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,capitata,20909-86A,1613.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2007-05-03,,,Colony fragment,I,Disease survey,"Kaneohe Bay, Honolulu",Metazoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,capitata,20909-87A,1614.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss acute diffuse indistinct,2007-05-03,,,Colony fragment,I,Disease survey,"Kaneohe Bay, Honolulu",Metazoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,capitata,20909-9A,1607.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Undetermined,2007-02-27,,,Colony fragment,I,Disease survey,"Kaneohe Bay, Honolulu",Ciliate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Fungia,concinna,21139-21A,1620.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly exophytic,2008-08-11,,,Colony fragment,I,Disease survey,"PSm, Palmyra",Dystrophy+Crustacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Fungia,concinna,21139-21B,1621.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly exophytic,2008-08-11,,,Colony fragment,I,Disease survey,"PSm, Palmyra",Dystrophy+Crustacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,hoffmeisteri,21139-27A,1622.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly umbonate,2008-08-12,,,Colony fragment,N,Disease survey,"Tort Buoy, Palmyra",Hyperplasia of basal body wall+Algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,hoffmeisteri,21139-27B,1623.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly umbonate,2008-08-12,,,Colony fragment,N,Disease survey,"Tort Buoy, Palmyra",Hyperplasia of basal body wall+Algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,efflorescens,21139-5A,1619.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly umbonate,2008-07-29,,,Colony fragment,N,Disease survey,"NB, Palmyra",Hyperplasia of basal body wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,efflorescens,21139-5B,1618.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly umbonate,2008-07-29,,,Colony fragment,N,Disease survey,"NB, Palmyra",Hyperplasia of basal body wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,dilitata-caliculata,21199-12A,1624.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss,2008-11-10,,,Colony fragment,I,Disease survey,"North Barren, Palmyra",Healing+polychaete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,efflorescens,21199-20A,1625.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly,2008-11-21,,,Colony fragment,N,Disease survey,"WTBuoy, Palmyra",Hyperplasia of basal body wall+Algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Montipora,hoffmeisteri,21199-21A,1626.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly,2008-11-21,,,Colony fragment,N,Disease survey,"WTBuoy, Palmyra",Hyperplasia of basal body wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Porites,rus,21214-10A,1628.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Bleaching,2009-02-05,,,Colony fragment,N,Disease survey,"Kona, Hawaii",Atrophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Porites,rus,21214-8A,1627.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Bleaching,2009-02-05,,,Colony fragment,N,Disease survey,"Kona, Hawaii",Necrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Acropora,digitifera,21312-10A,1631.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Discoloration diffuse,2009-07-15,,,Colony fragment,N,Disease survey,"WT, Palmyra",Fragmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Fungia,concinna,21312-34A,1632.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Growth anomaly,2009-07-28,,,Colony fragment,I,Disease survey,"Ti, Palmyra",Crustacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Acropora,acuminata,21312-5A,1629.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Normal tissue,2009-07-11,,,Colony fragment,N,Disease survey,"PSm, Palmyra",Undetermined-Normal tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Acropora,acuminata,21312-6A,1635.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss acute diffuse to focal distinct,2009-07-11,,,Colony fragment,N,Disease survey,"PSm, Palmyra",Healing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Acropora,digitifera,21312-9A,1630.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Normal tissue,2009-07-15,,,Colony fragment,N,Disease survey,"WT, Palmyra",Undetermined-Normal tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Porites,lobata,21506-11A,1634.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Tissue loss diffuse subacute,2010-06-29,,,Colony fragment,N,Disease survey,"Manuka, Hawaii",Necrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thierry Work,Porites,compressa,21506-4A,1633.svs,H&E,,Zfix-CalexII-Paraffin-5 um,Euthanasia,2009-03-10,,,Colony fragment,N,Disease survey,"Keauhou, Hawaii",Undetermined-Normal tissue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,2005-105 1,29757.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Growing margin,2005-08-14,,,301,,Florida Keys Disease Course: Growing/Receding Margins,"East of (outside) Looe Key Research, 18-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,07-100-2 A,29759.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Growing margin,2006-08-02,,,1G,,Florida Keys Disease Course: Growing/Receding Margins,"Looe Existing Management Area, Buoy 40, 10-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,07-102 3 A,29761.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Growing margin,2006-08-02,,,2G,,Florida Keys Disease Course: Growing/Receding Margins,"Looe Existing Management Area, Buoy 40, 10-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,07-102 3 B,29763.svs,Periodic Acid-Schiff/Alcian Blue,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Growing margin,2006-08-02,,,2G,,Florida Keys Disease Course: Growing/Receding Margins,"Looe Existing Management Area, Buoy 40, 10-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,07-104 5 A,29768.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Growing margin,2006-08-02,,,3G,,Florida Keys Disease Course: Growing/Receding Margins,"Looe Existing Management Area, Buoy 40, 10-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,2005-108 1,29770.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Receding margin,2005-08-14,,,304,,Florida Keys Disease Course: Growing/Receding Margins,"East of (outside) Looe Key Research, 18-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,07-101-5 A,29771.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Receding margin,2006-08-02,,,1R,,Florida Keys Disease Course: Growing/Receding Margins,"Looe Existing Management Area, Buoy 40, 10-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,07-103-3 A,30225.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Receding margin,2006-08-02,,,2R,,Florida Keys Disease Course: Growing/Receding Margins,"Looe Existing Management Area, Buoy 40, 10-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,07-105 2 A,29773.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Receding margin,2006-08-02,,,3R,,Florida Keys Disease Course: Growing/Receding Margins,"Looe Existing Management Area, Buoy 40, 10-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,07-192 w/zoox,30227.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Mottled bleaching phenomenon, most normal sample",2007-08-16,,,3-white,,Florida Keys Disease Course: Cnat Mottled Bleaching,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,09-259-W1 1,29775.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Margins sampled, apparently healthy",2009-08-06,,,white,,Florida Keys Disease Course: Cnat Mottled Bleaching,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,07-211-1 1,29776.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Mottled bleaching phenomenon, affected sample",2007-08-16,,,3-yellow,,Florida Keys Disease Course: Cnat Mottled Bleaching,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,09-259-Y2 1,29777.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Margins sampled,2009-08-06,,,yellow,,Florida Keys Disease Course: Cnat Mottled Bleaching,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,09-259-R 2,29778.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Margins sampled,2009-08-06,,,red,,Florida Keys Disease Course: Cnat Mottled Bleaching,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,07-212-2 1,29779.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Mottled bleaching phenomenon, most affected sample",2007-08-16,,,3-red,,Florida Keys Disease Course: Cnat Mottled Bleaching,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Colpophyllia,natans,07-212-2 2,29780.svs,Cason's Trichrome,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Mottled bleaching phenomenon, most affected sample",2007-08-16,,,3-red,,Florida Keys Disease Course: Cnat Mottled Bleaching,"Wonderland, FKNMS, 20-ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Dichocoenia,stokesii,09-258,29781.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Unusual bleaching pattern, biopsy",2009-08-02,,,none,,Florida Keys Disease Course: Unusual Bleaching Pattern,"Looe Key, Buoy 13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Diploria,clivosa,08-229 M 1,29782.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Orange & Yellow Labels, growth anomaly, margin with normal",2008-08-14,,,105,,Florida Keys Disease Course: Diploria clivosa,"Sugarloaf Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Diploria,clivosa,08-229 U 1,30228.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Orange & White Labels, apparently healthy normal growth pattern",2008-08-14,,,106,,Florida Keys Disease Course: Diploria clivosa,"Sugarloaf Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Stephanocoenia,intersepta,08-227-1,29784.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Brown, Yellow, & Red Labels, dark spots disease? Micocolonies of bacteria, rickettsia?",2008-08-14,,,no #,,Florida Keys Disease Course: Stephanocoenia Dark Spots,"Sugarloaf Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Siderastrea,siderea,08-226 BL-3 1,29785.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Blue & Yellow Labels,2008-08-14,,,3,,Florida Keys Disease Course: Siderastrea Bullseye Bleaching,"Sugarloaf Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Siderastrea,siderea,08-226 D 3 1,29786.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Blue & Red Lables, tissue loss margin",2008-08-14,,,no #,,Florida Keys Disease Course: Siderastrea Bullseye Bleaching,"Sugarloaf Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,08-222-5 1,29787.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Healthy colony sample,2008-08-11,,,4 (white),,Florida Keys Disease Course: Black Band Disease,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,08-225 D4 1,29788.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Black band diseased margin,2008-08-11,,,5 (red),,Florida Keys Disease Course: Black Band Disease,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,08-225 U 1,29789.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal",Unaffected on black band diseased colony,2008-08-11,,,5 (yellow),,Florida Keys Disease Course: Black Band Disease,"Wonderland Reef, Florida Keys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,07-186 1,29790.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Suspect Montastraeadiscoloring/denuding disease, healthy-appearing tissue",2007-08-15,,,1-White,,Florida Keys Disease Course: Discoloring/Denuding Disease,"Jaap Reef, FKNMS, 10-ft.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,07-189 1,29791.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Suspect Montastraea discoloring/denuding disease, healthy-appearing tissue",2007-08-15,,,2-White,,Florida Keys Disease Course: Discoloring/Denuding Disease,"Jaap Reef, FKNMS, 10-ft.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,07-187 1,29792.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Suspect Montastraeadiscoloring/denuding disease, damaged tissue?",2007-08-15,,,1-Yellow,,Florida Keys Disease Course: Discoloring/Denuding Disease,"Jaap Reef, FKNMS, 10-ft.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMU,Esther Peters,Montastraea,faveolata,07-190 1,29793.svs,Hematoxylin & Eosin,,"Z-Fix:seawater (1:4), 10% EDTA pH 7 decal","Suspect Montastraeadiscoloring/denuding disease, damaged tissue?",2007-08-15,,,2-Yellow,,Florida Keys Disease Course: Discoloring/Denuding Disease,"Jaap Reef, FKNMS, 10-ft.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
